id,language
35986,English
153228,English
224937,English
38382,English
49483,English
85429,English
40858,English
215299,English
109933,English
5201,English
89743,English
64130,English
47884,English
84312,English
4529,English
218443,Russian
79190,English
78094,English
56146,English
66812,French
1790,English
47882,English
112648,English
44663,English
47883,English
73424,English
98293,English
260535,English
90376,English
81010,English
16089,English
23022,English
136867,English
35405,English
49429,English
63512,English
4968,English
79521,English
16997,English
60543,Italian
28282,English
49050,English
26316,English
71945,English
55529,English
58664,English
27376,English
29400,English
32978,English
42367,English
52011,Japanese
60173,English
107096,English
43407,English
44773,English
38132,English
73257,English
44381,English
26538,English
69792,English
16309,English
106968,English
39044,English
32387,English
76864,Swedish
25386,English
34586,English
54613,English
87514,English
3582,English
45568,English
37608,English
23816,English
71204,English
48374,English
31242,English
30402,English
99732,English
45662,English
44775,English
53953,German
11643,English
50364,English
171130,English
103934,English
43866,English
28321,Italian
61462,Italian
80601,Italian
89651,English
74379,Italian
65320,Italian
55685,Italian
59117,Spanish
254869,Spanish
109689,Spanish
76341,English
280092,English
140607,English
271969,English
68735,English
99861,English
76600,English
166426,English
141052,English
102899,English
166424,English
293660,English
284053,English
283995,English
271110,English
284052,English
246655,English
72900,Spanish
77680,Spanish
268171,English
54148,Spanish
75752,English
290695,Persian
133790,English
279914,English
301883,English
214264,English
270343,French
183932,English
96175,English
144676,English
118439,English
104427,English
102289,English
87983,English
26631,English
116780,English
63486,Japanese
214446,English
42650,English
33733,English
82868,English
155208,English
58757,German
53573,English
176627,English
107073,Spanish
84719,English
109109,English
26801,English
2648,Chinese
48645,English
47993,English
156141,Russian
84346,English
252096,Finnish
68351,English
12427,Amharic
156201,Chinese
77678,English
178607,English
74694,English
1163,English
72032,Italian
45398,English
45020,English
16652,English
128598,Spanish
52251,German
53950,English
21533,English
37610,English
62410,English
24059,English
111043,English
288521,English
168164,English
216457,French
55531,Finnish
229594,English
215405,English
93892,English
206581,English
25735,English
27738,English
75826,English
93077,English
228245,English
44811,English
14427,English
117120,English
27353,English
49712,English
53085,Russian
258251,English
21795,Korean
24556,English
97732,English
41235,English
41625,English
31981,English
236324,English
44862,English
80596,English
51791,English
87115,English
40785,Swedish
98586,English
52203,English
47197,English
86956,English
28567,English
88320,English
173893,English
126759,English
121354,English
176216,English
28187,English
48836,English
16444,English
38611,English
32560,English
75822,English
107593,English
33077,English
221135,English
43275,English
178541,English
150004,English
86382,Russian
118017,Italian
5147,English
86193,English
41118,English
157919,English
217896,English
36983,English
43311,English
228676,English
45800,English
226672,English
44507,English
47536,English
38808,English
66963,French
130633,French
79892,French
146926,French
76829,French
86680,English
55150,English
263510,English
81396,English
27944,Japanese
85870,French
52788,English
42485,Hungarian
245072,Hungarian
199456,Arabic
87939,English
108345,English
91480,English
183247,English
54162,English
207641,French
1849,English
1260,Estonian
213443,English
90582,English
171032,English
36258,French
50697,English
39494,English
158870,English
172386,English
28712,English
47902,English
48689,English
113823,English
73085,English
88905,English
165569,English
140605,English
57012,English
108251,English
43432,Spanish
30861,English
46743,English
19183,English
220746,English
52784,English
45247,English
65489,English
31933,English
83667,English
35009,English
54782,English
256503,English
39477,English
52252,English
231474,English
238368,English
121003,English
223816,English
190160,English
48746,Danish
95866,English
70811,English
14387,English
42343,English
228074,English
54391,English
252360,English
15614,English
54653,English
75834,English
18085,English
49060,English
49505,English
72094,English
79735,English
48669,English
77964,English
90957,English
95919,Chinese
72483,English
191717,Russian
29609,English
79466,English
113582,English
96131,English
221144,English
133148,English
83849,English
98130,English
51681,English
281215,English
297668,English
266314,English
69898,English
129251,English
108012,English
108259,English
263032,English
15759,English
50299,English
38468,English
19496,English
27137,English
143838,English
111024,English
53575,English
101289,English
162928,English
48341,Japanese
98507,English
111359,English
26250,English
133241,English
47925,English
177580,English
80032,English
30002,English
41551,English
184936,English
43362,English
193603,English
54105,English
191428,Hungarian
112049,English
108917,English
153997,English
97942,English
113737,English
140849,English
73832,Spanish
55603,English
138990,English
215453,English
74604,English
118443,English
16356,English
42519,English
128229,English
154073,English
97910,English
186201,English
68976,English
87588,English
118154,French
87881,English
80090,English
43092,English
80633,English
31253,English
27832,English
27840,English
262609,English
77632,English
84718,English
123075,English
147876,English
13699,English
137491,English
29817,English
43603,English
194880,French
66968,French
149043,Spanish
289390,English
118446,English
75562,Italian
244956,English
284276,English
237808,Romanian
144229,English
166221,English
44014,English
223497,English
10639,German
169832,English
190091,Czech
158114,English
64984,English
220514,English
82257,English
123620,English
53571,English
43131,English
127040,English
51572,English
78354,English
128048,English
36109,English
74529,English
4930,English
43151,English
229757,English
250332,English
64994,Chinese
35109,English
59527,English
119840,English
60139,French
42182,French
83957,English
69495,English
40824,English
80320,French
227402,English
258673,English
63591,English
29799,French
257578,English
196862,English
65213,English
65211,English
23853,English
27544,English
129009,English
147810,English
242458,Korean
112141,English
39337,English
48407,English
69803,English
129415,English
13621,Norwegian Bokmål
134415,English
42250,English
43880,English
41018,English
6976,English
6610,English
53441,English
238811,Chinese
24978,English
55989,English
38134,English
108812,English
44049,English
43310,English
26838,English
99345,English
84109,English
114251,English
42800,English
90460,English
65546,English
90461,English
90465,English
218098,English
37484,English
43454,English
62347,Italian
252682,English
93335,English
44536,English
36491,English
18373,English
180836,English
63045,English
48132,English
90720,Italian
79842,Thai
19335,English
27635,English
43392,English
38465,English
46145,English
56669,English
74860,Korean
15909,English
72460,English
41366,English
34768,English
28661,English
106017,English
79645,English
36514,English
42354,English
61473,English
42267,English
61052,English
164372,Russian
70878,English
40624,English
43696,English
91198,English
15587,French
30817,English
39961,English
34862,English
77794,English
17128,Japanese
29192,English
149793,English
165300,English
107874,English
260409,English
46421,English
73941,English
34752,English
67220,English
33988,English
139922,English
147843,English
141063,English
85439,English
95724,English
41468,English
76286,English
40642,English
8372,English
112234,English
118760,English
242097,English
66485,English
47646,English
55180,English
220933,English
114872,English
199151,English
127445,Spanish
78537,French
74527,English
95004,English
87847,English
82309,English
105536,English
124073,English
180635,English
25807,English
57665,English
86324,Portuguese
50329,English
147722,English
55767,Korean
137859,French
91548,English
122894,English
41559,English
42047,English
30126,English
268321,English
143277,English
43458,English
103433,English
123770,English
43205,English
37779,French
5002,English
115373,English
61016,English
45099,Italian
93061,English
194736,English
31340,French
46158,English
74215,Italian
120854,English
129798,English
61263,French
123295,English
70190,English
38782,English
61682,Japanese
60703,English
99767,English
145259,Swedish
84097,English
94192,English
99567,English
96089,English
50650,Chinese
59402,Chinese
95578,English
85615,English
74550,English
145194,Swedish
128779,French
91715,English
82418,English
118444,English
178341,English
114570,Greek
167198,English
173488,English
106446,English
90291,English
208434,English
160254,English
65482,French
205463,English
103119,English
73179,English
200654,English
144475,English
293880,English
86087,English
112460,English
81646,English
87123,English
79730,English
39433,English
72100,English
40874,English
38381,English
118716,English
95820,English
62033,English
151250,Japanese
38165,Spanish
211930,Greek
97327,English
128854,English
95348,English
73595,English
38964,English
72946,English
63612,Spanish
98398,English
90807,English
102256,English
87820,English
129553,English
149955,Dutch
94510,English
104214,English
245589,English
198214,English
56151,English
157343,English
68716,English
217925,English
46434,English
96702,English
73614,English
175681,English
45774,English
217719,English
85695,English
43045,English
61434,English
91477,English
149468,Russian
50042,English
200863,Italian
98223,English
108256,English
279828,English
72585,English
26121,English
199556,English
284536,English
249170,English
85236,English
261823,English
297556,English
179267,English
118640,English
61095,English
72471,English
66967,French
51548,Spanish
62670,English
207475,English
232462,English
115111,English
111307,English
95019,Italian
59178,English
149150,Russian
51800,Spanish
105551,English
60949,Czech
91796,English
92371,English
74457,English
247447,Persian
76483,English
111910,English
38427,English
145691,English
143146,English
140509,Japanese
149465,Russian
212455,English
169541,English
82970,English
78265,English
52864,English
61950,English
141319,English
111477,English
26497,German
59075,English
46651,Portuguese
21409,Spanish
51227,English
142254,English
110671,English
95359,English
47256,English
102295,English
184129,English
44998,English
87909,English
58526,Italian
61151,English
19525,English
200862,English
43793,English
178337,English
51832,Hebrew
44789,English
79308,English
77716,English
95012,English
29113,English
61852,French
94831,English
43016,English
86709,English
102526,English
238206,English
161967,English
289318,English
229526,English
10151,English
178103,English
95137,English
200574,English
94092,English
104259,Chinese
63691,French
6163,English
38395,English
154093,English
39220,English
72901,French
58936,English
149467,Russian
40252,French
16926,English
13017,English
251783,English
187263,English
207636,English
35692,English
6984,English
60977,English
123354,English
84211,English
29116,English
43395,English
38469,English
104711,German
84337,English
121667,English
131045,Russian
28490,English
72160,English
105059,English
26714,English
113219,English
52857,English
74877,English
147371,Russian
73120,English
203264,English
108181,English
27978,English
42752,English
17129,Japanese
47312,English
180891,Japanese
152130,German
91737,English
62188,English
50926,English
98549,English
39042,English
126031,English
46190,English
33843,English
112885,English
52323,English
75799,English
37053,Japanese
174340,English
37294,English
68191,English
37408,English
36631,English
43625,English
15898,English
188357,English
55762,English
82181,English
33002,English
138699,English
24084,English
40468,English
44974,Italian
75033,English
2199,English
122083,French
34945,English
70422,English
5601,French
104729,English
77118,English
70916,Chinese
56412,English
38556,English
11719,Italian
63706,English
85768,German
31362,English
31919,English
214181,English
71357,English
44697,English
44989,Spanish
208495,English
92635,English
71511,English
46869,English
75012,French
37123,English
24002,English
23200,English
84727,English
56596,Swedish
173299,English
83802,English
46193,English
121230,English
67375,English
72984,English
18571,English
52355,English
113175,English
93263,English
26888,English
49733,English
43365,English
42754,English
67328,English
77845,English
68744,English
39166,English
78028,English
139367,English
46562,English
99377,English
28284,English
36634,English
44023,English
188507,English
67521,English
27966,English
71200,English
147618,English
42128,English
84508,Japanese
102195,English
80200,English
61855,English
82243,Hindi
108716,English
94881,English
50117,English
47638,English
47437,French
83579,English
61613,English
38472,English
37306,English
103938,English
78504,English
45599,English
24683,English
60965,English
120522,English
23525,English
105406,English
72455,English
46580,English
56860,English
14053,English
81724,English
175065,English
127614,English
167956,Spanish
253266,English
233487,English
180644,Spanish
302828,English
281298,Korean
61237,Italian
38346,English
54288,English
33272,English
92798,English
166085,Spanish
290802,English
171019,English
215924,Spanish
279979,English
171908,English
92796,English
45577,English
140032,English
58655,French
85637,English
299104,Japanese
218233,English
168300,Japanese
168994,Japanese
130241,English
112244,Japanese
219233,Japanese
105470,Japanese
168295,Japanese
49308,Japanese
159000,English
309049,English
318359,English
266880,English
155605,Japanese
91929,English
142724,Chinese
161880,English
64528,English
204800,English
29416,English
260848,English
141262,Italian
244580,English
242675,English
43721,English
286875,English
45441,Japanese
105133,Japanese
95853,Japanese
22901,English
21988,English
89056,Italian
86472,Italian
188180,Finnish
256196,English
261830,English
221148,English
42779,English
149690,Italian
82178,English
55321,English
114626,Spanish
166883,French
82185,French
130881,English
48798,English
104638,Spanish
135696,Spanish
59722,English
131932,Spanish
48635,Spanish
194407,English
75770,English
148617,English
72400,French
36879,Italian
177902,English
39991,Italian
130882,English
53931,English
51780,English
283536,English
252637,English
131503,Finnish
203321,English
210860,English
216015,English
305932,English
142208,English
196255,English
48522,German
53215,English
281615,English
48730,English
72205,Russian
46240,English
90781,French
56275,English
215657,English
190946,English
171292,English
54505,English
188392,English
67866,English
24251,English
261144,English
195617,English
76162,English
209209,Danish
37556,English
205818,English
15718,English
23998,English
27850,English
34205,English
34560,English
59354,English
105168,English
44666,Italian
67699,English
48841,English
2186,English
154622,English
43658,English
52458,English
234377,English
44342,French
52207,English
123283,English
197592,English
238090,English
81294,English
53214,English
84805,English
140149,English
84617,English
157723,English
13535,English
57622,English
129363,English
261274,English
71145,English
80142,French
161885,English
187993,English
44874,English
192367,English
52035,English
162864,English
109477,English
73714,Japanese
61080,English
110760,English
205651,English
91138,English
21714,English
59358,English
221234,English
67460,English
48273,English
83746,English
141754,Japanese
38580,English
77022,English
137014,English
167938,Dutch
168202,English
241170,English
27618,English
60233,English
48874,English
36129,Russian
53178,English
53543,English
104062,English
93904,English
36003,English
190352,English
69168,English
58587,Spanish
29286,English
16048,English
52216,French
52304,English
56499,French
253686,French
78278,French
64850,French
20921,Japanese
45221,English
72174,English
74192,Spanish
159704,Italian
201561,English
130677,English
72917,French
76198,French
37688,English
71623,English
266723,Portuguese
13734,French
269714,French
76642,French
20220,French
31985,English
64357,French
77280,French
271327,English
79051,Spanish
157787,French
55638,English
226363,English
253851,English
44349,English
201859,English
33489,French
54052,English
63180,English
105114,English
260884,Italian
60009,English
76155,Dutch
67443,French
269070,English
192588,German
82237,English
145075,English
83816,English
131457,English
26504,English
56557,English
74208,English
206377,English
132506,English
92257,French
64442,French
180954,English
61523,English
52437,English
222870,English
83288,English
160194,English
119353,English
310589,Russian
287504,English
292396,English
290555,English
94563,English
63348,English
156277,English
229559,Spanish
127770,English
13924,English
80012,English
117963,English
229194,Spanish
152113,French
116554,English
253287,English
250066,English
102534,Finnish
248231,French
321130,Russian
258049,Basque
189197,English
73922,Russian
74695,Russian
72809,Russian
224293,English
302429,English
123235,French
94820,English
94904,Spanish
272693,English
128876,English
281230,English
297544,English
56233,Italian
239030,German
280002,English
93556,English
193650,English
277355,English
89247,English
285135,English
63616,Spanish
121828,Japanese
46897,English
269576,Serbian
73065,Italian
35646,English
133764,Lithuanian
32088,English
276844,English
136619,English
21013,Swedish
32649,English
44552,Swedish
12609,Danish
27119,Swedish
286805,English
36674,Swedish
77331,Swedish
30149,Swedish
27599,Swedish
27600,Swedish
35927,English
30576,Swedish
135337,Swedish
92690,Italian
28573,Italian
29167,Italian
267268,Spanish
83897,Portuguese
214251,Catalan
266034,French
160160,French
72985,Tagalog
211579,Korean
97762,English
211722,English
128120,Portuguese
214069,Romanian
54598,English
285463,Spanish
60120,Catalan
253377,English
139808,Spanish
25251,French
204384,German
40417,English
74608,German
63112,Italian
97313,English
96306,English
200547,Latvian
217708,Icelandic
9948,English
293461,English
12575,German
41571,English
317384,French
81981,Swedish
80337,English
85642,English
8779,Czech
163366,English
39064,Indonesian
28770,English
137008,English
118497,Czech
162510,Spanish
250660,English
41213,Czech
129129,English
190152,English
217268,English
85658,English
122479,English
290739,English
128831,English
248921,English
49957,English
163978,English
25657,Japanese
96574,English
257537,English
56691,Norwegian
74711,Russian
47448,Norwegian
102691,German
205504,English
282009,Swedish
206390,English
133643,Swedish
116991,Swedish
239123,English
87506,English
217590,Norwegian
257534,Latvian
26805,English
62851,English
29470,English
30640,English
26925,English
120850,English
173484,English
4885,Russian
199661,French
43716,English
83297,Japanese
151136,Latvian
166886,Latvian
144331,Latvian
198782,English
1871,French
1870,French
1875,French
50401,English
60769,English
92,English
20875,Russian
100246,English
86823,Japanese
48419,Japanese
150124,English
162592,English
56440,Spanish
265929,English
3485,English
49183,English
72715,English
85711,Norwegian
195834,English
136742,English
98560,English
84442,Russian
72478,Polish
121749,Latvian
277688,English
43754,English
95010,English
116437,Latvian
227719,English
321594,English
144183,English
47868,English
167073,English
295490,English
309298,English
249688,English
309299,English
291869,English
309581,English
310119,English
310121,English
310001,English
309242,English
309245,English
309503,English
232572,English
245706,English
253406,English
288036,English
315882,English
319070,English
319075,English
319091,English
319071,English
318224,English
224972,English
319079,English
318225,English
319074,English
319078,English
318044,English
312813,English
275647,English
227800,English
194537,English
116649,English
115553,English
283235,English
125336,English
251321,English
283330,English
266082,French
308457,English
217313,Latvian
308453,English
308638,English
250124,English
308639,English
307946,English
308369,English
308024,English
308027,English
294132,English
308640,English
308032,English
308361,English
306197,English
193687,English
52286,French
56036,Danish
161491,Danish
254721,German
42316,English
226163,Italian
223202,English
103758,English
57342,Italian
3168,English
128508,English
252063,French
188765,Kurdish
68864,French
190876,English
309875,Swedish
318007,Norwegian
256108,English
3480,French
5063,French
3423,French
82046,French
54880,English
288708,German
223519,English
124857,English
80346,English
44489,English
202171,English
124524,English
71134,English
144910,English
37978,English
66787,English
64123,English
30492,English
63154,English
69335,Portuguese
81694,English
110390,Swedish
123867,Japanese
26722,English
230266,English
86391,French
73108,English
315855,English
46342,Italian
312526,English
287581,Polish
72784,English
185341,Spanish
307663,English
87339,Japanese
29112,English
40744,English
48156,English
65257,English
184143,English
74684,French
278468,English
248576,English
62037,English
250761,English
213684,Nepali
295069,English
34630,English
278677,Polish
299796,English
126376,Portuguese
88599,Spanish
274990,Danish
57438,Norwegian
62352,Swedish
167810,English
125305,English
217477,English
97046,English
36067,English
36120,English
318053,English
56405,French
72480,English
312152,Romanian
287524,English
30131,Spanish
94744,Italian
27873,English
125063,English
62432,English
86598,English
320316,Italian
225184,Italian
237171,German
146563,Italian
73984,English
51261,English
93939,English
12796,English
155459,English
96243,English
55032,English
257605,English
266030,French
302376,German
255913,French
186629,Italian
316269,Russian
146783,Italian
31293,Italian
276518,English
199198,English
82858,English
83782,English
73697,Italian
91901,French
76821,French
47718,English
82817,French
270899,French
63432,Italian
83122,Italian
92316,English
169800,English
46439,English
54325,English
75224,French
251994,English
56482,Italian
89720,English
17895,Japanese
275468,English
110123,English
119193,English
16925,English
93103,English
54928,English
24051,English
250624,English
282042,English
105891,English
183910,English
24707,English
289278,Swedish
126757,English
127668,English
110555,Russian
142798,Russian
83429,English
134733,Russian
142808,Russian
65102,Russian
191096,Russian
56511,French
56516,French
56512,French
56515,French
107876,English
186585,English
192544,English
43094,English
25164,English
44191,English
93116,English
104413,English
112525,English
85841,English
107625,English
143747,Italian
64650,Italian
115353,Italian
83140,Italian
83136,Italian
146079,Italian
83124,Italian
102959,Italian
27866,English
17485,English
47911,English
67952,English
216553,English
289333,English
63026,English
32322,English
5519,Italian
64725,Italian
150704,Italian
72508,English
55328,English
256347,English
43645,Italian
235093,English
212836,English
166089,Spanish
29275,English
13351,English
15926,English
24476,English
24477,French
13955,French
295887,English
78080,English
33924,English
187462,English
139459,English
47208,English
86637,Italian
128073,English
252735,English
89292,English
91767,English
22211,English
258550,English
136074,English
82937,English
97618,English
32033,English
33541,English
37813,English
199219,Polish
65131,Russian
83132,English
43513,English
102533,English
30577,English
110227,English
173962,Russian
81887,English
43800,English
50953,English
23614,English
15420,English
36907,English
169343,English
201765,Spanish
239650,English
51245,English
64423,French
43486,English
140383,French
28190,French
98969,French
66966,French
103613,French
13770,English
68198,English
110553,English
128062,Spanish
256779,English
134463,French
158933,English
138394,English
261814,English
82649,English
238792,English
270045,Swedish
36769,Finnish
273248,English
63775,French
251016,English
133459,Swedish
226673,Korean
90100,Italian
106622,Italian
106623,Italian
196847,Italian
90802,English
69569,Italian
52912,Italian
95096,English
128563,English
90019,English
106139,Italian
128557,English
256356,Italian
209840,Chinese
104334,English
6591,Italian
150658,Italian
183635,Italian
260888,English
264166,English
272691,Korean
273632,French
126706,English
244260,English
260999,English
136576,Italian
81332,English
99332,English
130948,English
265208,English
293450,Danish
256912,Spanish
116303,Japanese
8014,English
186729,French
286565,English
173497,English
43584,Italian
265226,Italian
252838,English
53882,English
134746,English
217197,German
69499,Tamil
22974,English
282672,English
81684,English
290999,English
242083,English
35336,Swedish
19181,Swedish
17172,Swedish
308160,Swedish
163431,Swedish
37727,Swedish
22192,Swedish
37728,Swedish
23654,Swedish
37731,Swedish
37730,Swedish
218909,English
87204,Swedish
30583,Swedish
171427,Swedish
93222,Swedish
21842,English
8743,Swedish
49874,English
285245,Swedish
54257,Swedish
57548,Swedish
241251,English
263105,English
223922,English
277416,English
253849,English
154326,Korean
86835,English
311291,English
320003,French
320001,Spanish
319999,Polish
320004,Spanish
311301,German
8906,German
320007,German
40243,Japanese
323431,English
186976,Spanish
248710,English
86201,English
276839,English
23014,English
41816,English
90358,English
244562,English
78691,English
107357,English
51854,English
210691,English
46971,English
265228,French
176545,English
58028,English
38074,Italian
13397,English
175503,German
127853,English
259358,German
227383,Finnish
315049,Finnish
130805,English
248933,German
170677,English
49789,English
55567,English
50416,English
107028,English
226968,English
46806,English
265497,English
254772,English
120122,Italian
2141,English
59191,English
318040,English
37058,English
39902,English
284568,English
15468,French
88309,French
74822,French
5602,French
152635,French
122229,French
183962,French
91571,French
267654,French
3004,English
118150,French
287391,French
38421,French
142979,Italian
163333,French
65718,French
44541,English
131507,Italian
213831,English
105403,English
127092,English
66178,English
206296,English
11925,Swedish
181454,English
201085,English
254258,English
300803,English
30647,English
21585,English
100032,English
47631,English
17870,English
18128,English
322260,English
147415,French
26808,English
122023,English
303457,Punjabi
295914,Kyrgyz
31534,Turkish
265910,Bulgarian
26910,Tamil
32601,Romanian
31547,Turkish
249772,Telugu
299049,English
12504,French
74809,French
60430,French
39994,Italian
81541,Italian
214218,English
195862,English
105554,English
294826,English
37590,Greek
117098,English
85340,Swedish
216652,English
259395,English
152797,English
55804,English
291325,English
13611,English
46510,English
95108,English
7392,English
86603,English
326591,English
11425,English
158382,English
218393,Greek
91410,Greek
52868,English
134656,English
42153,English
42081,German
83209,German
70322,Japanese
15567,English
24633,German
84012,English
243938,English
78193,French
78274,German
21775,English
19106,French
18896,French
269711,English
26666,English
27409,Italian
268522,Chinese
189204,English
170750,English
13590,English
13587,English
88318,English
277686,Latvian
288313,Italian
326536,English
315010,English
98554,English
149347,English
104644,English
28656,German
81189,German
86647,German
68635,English
86508,German
175287,English
90944,Spanish
99449,English
50425,Italian
300176,Polish
274805,English
228736,German
316183,English
287509,French
95744,English
271164,English
117913,Italian
242240,Italian
69974,English
42590,Italian
218262,English
261985,English
54796,English
158150,English
121822,English
257347,English
122221,English
37126,English
73551,English
173635,English
285176,Norwegian
286873,English
50714,German
285270,English
126331,French
44690,English
92309,English
81365,Greek
47110,English
58865,English
208028,English
325358,English
162821,English
4274,French
37455,French
246049,French
96987,English
243881,English
306293,Arabic
37858,English
129311,English
114155,English
186970,French
179812,English
31355,French
45417,Chinese
65364,English
13842,English
179150,French
2993,Italian
125141,Italian
193784,Italian
260907,English
278632,English
121493,French
6547,German
186975,Tagalog
229304,Korean
25320,English
146578,English
251987,English
165864,English
245025,English
256591,English
25745,English
221791,English
288789,English
246127,English
76532,French
254719,Spanish
228165,English
234212,English
27706,English
69578,Italian
118390,Italian
104935,Italian
90015,Italian
41934,English
204090,English
125472,English
21742,English
119569,English
24665,English
17041,English
80343,English
85349,Japanese
59596,French
38399,French
327924,English
195382,Italian
37028,English
211561,Italian
26296,Italian
146596,Italian
89351,English
104549,Japanese
268238,English
259183,English
38082,English
96631,English
191726,Hindi
243919,Chinese
159652,English
253284,English
66584,French
57681,English
282624,English
113655,English
232610,English
146380,English
75086,Italian
46448,Italian
198326,English
121513,Italian
196421,English
198772,Italian
14505,English
117212,Japanese
113300,English
89656,English
82430,English
39925,English
28801,English
95029,English
115972,English
28771,English
201124,Finnish
40419,English
13643,English
65534,French
70989,French
59163,English
38017,English
54064,French
10119,Norwegian
118180,Korean
126729,English
63585,English
59110,English
31292,English
218305,English
83909,Danish
233863,English
69517,French
160874,English
220620,Spanish
290764,English
228203,English
105156,Italian
173168,English
245158,English
55433,English
207766,English
309302,Chinese
110779,Italian
66055,Italian
105120,Italian
128353,Italian
119884,English
31243,Spanish
104848,English
285595,English
243940,English
241754,English
112649,Chinese
47985,Russian
298396,English
63067,Italian
38396,Italian
50531,Italian
66700,Italian
79683,English
29498,Spanish
130457,Spanish
239573,English
298040,Polish
165586,English
197950,French
104435,Spanish
216876,English
277167,English
67883,Italian
105853,English
260912,Italian
128588,Italian
223954,English
132759,Russian
17470,English
91443,English
196750,Japanese
259956,English
45179,Portuguese
54890,Hindi
191121,Hindi
45628,English
83912,English
106326,English
59050,Italian
246743,English
264337,English
324260,English
322456,English
50135,German
78124,German
287233,English
2963,French
132426,English
174372,Polish
269200,English
270938,English
161267,Japanese
195186,English
33229,English
75861,English
59015,French
197936,French
73530,Japanese
105149,Italian
195020,Italian
230606,Italian
105232,English
105384,English
260839,Italian
105145,Italian
199985,Italian
157152,English
205865,Polish
174650,English
209032,Japanese
76226,French
213983,English
86321,Portuguese
91908,English
181999,Tagalog
36785,Spanish
127424,Spanish
84176,French
102807,English
288312,Spanish
125344,Spanish
44570,English
213598,Spanish
216790,English
97607,English
241554,English
257912,French
48775,Russian
280922,English
139571,English
48207,English
326057,English
250668,English
201777,English
139334,Italian
38681,English
317683,English
106922,Italian
107068,Italian
200867,Italian
183039,English
27638,English
29094,English
42288,English
53769,English
184351,English
265712,Japanese
294690,English
66164,English
49239,English
138941,English
254193,English
144204,English
30460,Urdu
279972,English
112454,English
137370,French
324279,English
330275,French
142528,French
59346,French
85025,English
135281,French
291362,English
260030,Serbian
150689,English
326359,English
283302,English
321644,English
263281,French
228968,English
319975,English
238215,English
327225,English
85511,English
99909,English
43871,English
31341,English
5065,English
261249,English
171045,English
124521,English
221395,English
43018,English
110965,English
297850,English
32941,English
76794,English
179715,English
48719,English
40681,English
71507,English
65506,English
39001,English
133601,Korean
163631,English
51136,English
70202,English
109102,English
48457,English
25548,English
72003,English
253283,English
323555,English
158113,English
148410,English
137960,English
46586,English
200324,English
35946,English
71626,English
264553,English
141978,English
45197,Chinese
35023,English
193523,Swedish
236314,German
295058,Slovenian
305450,Slovenian
300364,Slovenian
324436,Swedish
38445,English
325205,Finnish
13923,English
55784,English
89531,Slovenian
88418,German
256306,Chinese
215637,Galician
14733,English
228558,English
70027,English
77787,English
69576,English
328233,English
47467,English
221488,English
69999,English
121830,English
39522,English
154140,English
193229,Greek
13277,English
97899,Italian
67654,French
47432,Greek
25055,English
101904,French
31347,Japanese
71591,English
40261,Italian
264321,English
102938,English
103432,English
28784,English
72993,Swedish
91583,English
94468,English
90086,English
32064,English
199578,English
175774,German
75028,Portuguese
243688,English
266647,English
252512,English
45148,English
37039,English
40113,English
257444,English
322378,Swedish
272634,Swedish
100205,English
271674,English
59414,English
267481,Russian
27035,English
27036,English
71910,English
253307,English
262500,English
325138,Hindi
82448,Swedish
230179,English
39385,French
142408,French
78258,French
40180,French
118412,Japanese
113082,Japanese
144288,Japanese
271724,French
30496,English
18815,English
213110,English
228161,English
20377,English
261375,English
69619,English
71924,English
62243,Italian
252714,English
252888,English
125990,English
252144,English
128364,English
97593,English
82598,English
216153,English
181269,English
260947,English
245703,English
266396,English
275060,English
276401,English
199647,English
38198,French
255343,English
74746,English
47570,English
30792,English
108723,English
48691,Italian
314389,Hindi
255890,German
260176,English
136070,Japanese
244063,Dutch
227975,Portuguese
220493,English
168259,English
277685,English
246308,English
140441,Japanese
228973,English
23155,Japanese
105503,English
59098,English
284013,French
75848,English
271550,English
97559,English
26340,English
255843,English
79823,English
26113,Hebrew
256030,English
291272,English
293970,English
112058,English
73612,English
119552,English
80624,English
90806,English
60079,French
63590,English
10580,Hebrew
69165,English
167951,English
87122,English
5896,English
31281,English
23504,English
57219,French
40927,English
87178,English
70903,English
49038,English
71750,English
50295,English
51434,English
38652,English
117428,English
117424,English
31942,English
94236,English
120386,English
42030,English
174383,English
110624,English
163630,English
28263,English
173638,English
241855,English
327029,English
81475,English
121052,English
266537,English
276901,English
302465,English
79570,English
48376,English
81464,English
76172,English
240745,English
169656,Serbian
47412,English
137222,English
40040,French
83361,English
35453,English
267793,English
19318,English
40344,English
136190,Czech
94874,English
106682,English
33018,English
106679,English
38446,English
86643,English
36600,English
285863,English
8371,German
181283,English
78402,English
39041,English
105766,Italian
74119,French
118083,English
149926,English
13015,English
184155,Russian
32334,Russian
137221,Portuguese
81022,Spanish
317168,Spanish
165027,German
283227,English
187252,English
31413,Turkish
108540,English
45777,French
52980,Japanese
52874,Japanese
64912,Japanese
52979,Japanese
9527,German
79572,Italian
257091,English
143928,English
326665,English
322518,English
161064,English
305091,English
130100,English
53915,English
328032,German
96217,English
80527,English
259616,German
35177,English
1269,German
51450,French
1419,German
14642,English
298751,English
79433,Danish
81086,German
133396,German
150056,German
61104,English
11207,German
257734,German
16119,English
167161,English
11651,German
204712,German
11179,German
79361,German
21385,English
33719,English
114438,German
238302,English
130798,German
50166,French
33436,French
5833,English
78694,German
333324,English
12128,German
71191,French
15713,French
10659,German
96872,Italian
48411,Korean
1615,German
1616,German
11084,Dutch
24696,English
